"","churn_decision","gender","SeniorCitizen","Partner","Dependents","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges"
"5832","Yes","Female","No","No","No",9,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",90.8,809.75
"5833","Yes","Male","No","Yes","Yes",20,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70.45,1470.95
"5834","No","Male","Yes","Yes","No",19,"No","No","DSL","No","Yes","Yes","No","No","No","Month-to-month","Yes","Credit card (automatic)",34.3,577.15
"5835","No","Female","No","Yes","No",65,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",105.05,6914.95
"5836","No","Female","No","Yes","Yes",30,"Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",19.3,602.9
"5837","No","Male","No","No","No",6,"Yes","No","No","No","No","No","No","No","No","One year","No","Mailed check",19.15,124.4
"5838","No","Female","No","No","No",2,"No","No","DSL","No","Yes","No","No","Yes","Yes","Month-to-month","No","Electronic check",51.4,96.8
"5839","No","Male","No","Yes","Yes",53,"Yes","Yes","DSL","Yes","No","No","Yes","No","Yes","Month-to-month","No","Electronic check",71.85,3827.9
"5840","No","Male","Yes","Yes","No",7,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",75.4,533.05
"5841","No","Female","No","Yes","Yes",61,"Yes","No","DSL","Yes","No","No","No","No","No","One year","Yes","Bank transfer (automatic)",49.7,2961.4
"5842","Yes","Male","Yes","No","No",70,"No","No","DSL","No","No","No","No","Yes","Yes","One year","Yes","Electronic check",45.25,3264.45
"5843","No","Female","No","No","No",13,"Yes","Yes","DSL","Yes","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",78.75,995.35
"5844","No","Male","Yes","Yes","No",35,"Yes","Yes","Fiber optic","No","No","Yes","No","No","No","One year","Yes","Bank transfer (automatic)",81.6,2815.25
"5845","No","Female","No","Yes","No",2,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",70.4,154.8
"5846","Yes","Female","No","No","No",3,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",75.8,246.3
"5847","No","Female","No","No","No",3,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",76.1,257.6
"5848","No","Female","No","No","No",62,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","One year","Yes","Bank transfer (automatic)",94,5757.2
"5849","No","Male","No","Yes","Yes",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","No","Yes","Two year","No","Credit card (automatic)",103.95,7517.7
"5850","No","Male","No","Yes","No",63,"Yes","No","No","No","No","No","No","No","No","Two year","Yes","Bank transfer (automatic)",19.95,1234.8
"5851","Yes","Male","Yes","No","No",20,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Credit card (automatic)",71.3,1389.2
"5852","No","Female","Yes","No","No",35,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",110.8,3836.3
"5853","Yes","Male","Yes","Yes","No",21,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.1,1474.75
"5854","No","Male","No","Yes","No",62,"Yes","Yes","Fiber optic","Yes","Yes","No","No","No","Yes","One year","No","Electronic check",96.1,6001.45
"5855","No","Female","No","No","No",15,"Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",48.8,720.1
"5856","No","Female","No","No","No",55,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",50.55,2832.75
"5857","No","Female","No","No","No",11,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",44.65,472.25
"5858","Yes","Female","No","Yes","Yes",17,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","No","Month-to-month","No","Electronic check",88.25,1460.65
"5859","No","Female","No","No","No",61,"Yes","No","No","No","No","No","No","No","No","One year","No","Bank transfer (automatic)",19.45,1336.35
"5860","No","Female","No","Yes","No",71,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",89.3,6388.65
"5861","Yes","Female","No","No","No",2,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",70,153.05
"5862","No","Male","No","No","No",35,"Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",19.25,677.9
"5863","No","Female","No","No","No",17,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",70.5,1165.6
"5864","Yes","Female","No","No","No",21,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",97.35,2119.5
"5865","No","Female","No","Yes","No",47,"Yes","No","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",19.65,921.55
"5866","No","Female","No","Yes","No",3,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",20.85,72
"5867","No","Male","No","No","No",3,"Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",19.65,68.35
"5868","No","Male","Yes","Yes","No",44,"Yes","No","No","No","No","No","No","No","No","Two year","Yes","Credit card (automatic)",19.35,847.25
"5869","No","Female","No","No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",44,44
"5870","No","Female","No","Yes","Yes",44,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","Yes","One year","No","Electronic check",94.4,4295.35
"5871","Yes","Male","No","Yes","Yes",5,"Yes","Yes","No","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",25.9,135
"5872","Yes","Male","No","No","No",24,"Yes","Yes","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",55.65,1400.55
"5873","Yes","Female","No","No","Yes",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.65,69.65
"5874","No","Female","No","No","No",18,"Yes","No","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Electronic check",75.4,1380.4
"5875","Yes","Female","No","No","No",10,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",100.6,1060.2
"5876","No","Female","No","Yes","No",65,"Yes","No","DSL","Yes","Yes","Yes","No","No","Yes","Two year","No","Bank transfer (automatic)",71,4386.2
"5877","Yes","Female","Yes","No","No",1,"Yes","No","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","Yes","Electronic check",86,86
"5878","Yes","Female","No","No","No",53,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","One year","Yes","Credit card (automatic)",106.95,5785.5
"5879","No","Male","No","No","No",3,"Yes","No","No","No","No","No","No","No","No","One year","No","Mailed check",21.2,52.05
"5880","No","Male","No","Yes","No",33,"Yes","No","DSL","Yes","Yes","No","Yes","No","No","Two year","Yes","Mailed check",61.05,2018.4
"5881","Yes","Male","No","No","No",3,"No","No","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",29.6,79.45
"5882","No","Female","No","No","No",34,"Yes","No","DSL","Yes","No","Yes","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",79.95,2727.3
"5883","No","Female","No","Yes","Yes",14,"Yes","No","No","No","No","No","No","No","No","Two year","Yes","Mailed check",19.7,263.65
"5884","No","Female","No","No","No",13,"Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",20.3,275.4
"5885","Yes","Male","Yes","Yes","No",46,"No","No","DSL","No","Yes","Yes","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",59.9,2816.65
"5886","No","Male","No","Yes","Yes",23,"Yes","Yes","No","No","No","No","No","No","No","One year","No","Mailed check",24.35,538.5
"5887","No","Female","No","Yes","Yes",47,"Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",19.75,948.9
"5888","No","Male","No","No","Yes",17,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Mailed check",50.3,846.8
"5889","Yes","Female","No","Yes","Yes",49,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",95.6,4783.5
"5890","No","Male","Yes","Yes","No",59,"No","No","DSL","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",50.25,2997.45
"5891","No","Female","No","No","No",69,"Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",85.35,5897.4
"5892","Yes","Male","No","No","No",11,"No","No","DSL","No","No","Yes","No","Yes","No","One year","Yes","Electronic check",41.6,470.6
"5893","No","Male","No","No","No",10,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Mailed check",51.65,524.5
"5894","No","Male","No","Yes","Yes",12,"Yes","Yes","No","No","No","No","No","No","No","Two year","Yes","Bank transfer (automatic)",24,269.65
"5895","Yes","Male","No","No","No",45,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",100.85,4740
"5896","No","Female","No","Yes","Yes",39,"Yes","No","DSL","No","No","Yes","No","Yes","No","Month-to-month","Yes","Mailed check",59.85,2341.5
"5897","No","Male","Yes","Yes","No",71,"Yes","Yes","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",25.45,1789.65
"5898","No","Male","No","Yes","Yes",71,"Yes","Yes","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",23.9,1626.4
"5899","No","Female","No","Yes","Yes",33,"Yes","Yes","No","No","No","No","No","No","No","One year","No","Credit card (automatic)",24.15,800.3
"5900","No","Male","Yes","No","No",67,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",75.7,5060.85
"5901","Yes","Male","No","Yes","Yes",37,"No","No","DSL","Yes","Yes","Yes","No","No","No","Month-to-month","No","Bank transfer (automatic)",40.2,1448.8
"5902","Yes","Male","No","Yes","Yes",49,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","No","Electronic check",84.5,4254.85
"5903","No","Female","No","Yes","No",9,"Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","No","Mailed check",50.85,466.6
"5904","No","Male","No","Yes","No",52,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","No","No","Two year","Yes","Credit card (automatic)",91.6,4627.8
"5905","No","Female","No","No","No",70,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","One year","No","Electronic check",98.9,6838.6
"5906","No","Male","No","No","No",1,"Yes","No","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","Yes","Electronic check",85,85
"5907","Yes","Female","Yes","No","No",14,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",78.95,1101.85
"5908","No","Male","No","No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",44.3,44.3
"5909","Yes","Male","No","No","No",1,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",20.2,20.2
"5910","No","Female","No","No","No",52,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","One year","Yes","Mailed check",80.2,4297.6
"5911","No","Male","No","No","No",6,"Yes","No","DSL","No","No","Yes","No","Yes","No","Month-to-month","No","Mailed check",60.9,414.1
"5912","No","Male","No","Yes","No",7,"No","No","DSL","Yes","Yes","No","No","No","No","Month-to-month","No","Mailed check",34.2,256.6
"5913","Yes","Female","Yes","No","No",47,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",85.2,3969.35
"5914","No","Female","No","No","No",26,"Yes","No","Fiber optic","Yes","No","Yes","Yes","No","No","One year","Yes","Credit card (automatic)",87.15,2274.1
"5915","No","Male","No","Yes","Yes",25,"Yes","No","DSL","Yes","No","No","Yes","No","No","Month-to-month","No","Electronic check",54.3,1296.8
"5916","No","Male","No","No","No",69,"Yes","No","No","No","No","No","No","No","No","Two year","Yes","Mailed check",19.1,1268.85
"5917","No","Female","No","No","No",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",112.75,8192.6
"5918","No","Male","No","No","No",4,"Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",19.95,59.25
"5919","No","Male","No","Yes","Yes",59,"Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",19.5,1147.85
"5920","No","Male","No","No","No",67,"Yes","No","DSL","Yes","No","Yes","No","No","Yes","Two year","No","Bank transfer (automatic)",65.55,4361.55
"5921","No","Female","Yes","No","No",26,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",78.8,2006.1
"5922","No","Female","No","No","No",27,"Yes","No","DSL","No","Yes","Yes","Yes","Yes","Yes","One year","No","Mailed check",78.2,2078.95
"5923","No","Male","No","Yes","Yes",72,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","Two year","No","Bank transfer (automatic)",105.25,7609.75
"5924","No","Female","No","No","No",6,"Yes","No","Fiber optic","No","No","Yes","Yes","No","Yes","Month-to-month","Yes","Electronic check",89.25,487.05
"5925","No","Male","No","Yes","Yes",62,"Yes","No","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",20.65,1218.45
"5926","No","Male","No","No","No",20,"Yes","Yes","DSL","No","Yes","No","Yes","Yes","No","One year","Yes","Electronic check",68.7,1416.2
"5927","No","Male","No","No","No",6,"Yes","No","DSL","Yes","No","Yes","Yes","Yes","Yes","Month-to-month","No","Credit card (automatic)",78.65,483.3
"5928","No","Male","No","No","No",51,"Yes","Yes","No","No","No","No","No","No","No","Two year","No","Mailed check",24.75,1234.6
"5929","No","Female","No","Yes","Yes",61,"Yes","No","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",19.75,1311.6
"5930","No","Male","Yes","Yes","No",62,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","No","No","Month-to-month","Yes","Electronic check",89.1,5618.3
"5931","No","Female","No","No","No",72,"Yes","Yes","Fiber optic","Yes","No","No","Yes","No","No","Two year","Yes","Bank transfer (automatic)",84.7,6185.15
"5932","Yes","Male","Yes","Yes","No",13,"Yes","No","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",98,1237.85
"5933","Yes","Male","No","Yes","No",5,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",94.45,498.1
"5934","Yes","Male","Yes","No","No",3,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",105,294.45
"5935","Yes","Female","Yes","Yes","No",26,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","Yes","Month-to-month","Yes","Electronic check",93.85,2381.55
"5936","No","Male","Yes","No","No",13,"Yes","No","DSL","No","Yes","No","No","Yes","No","Month-to-month","Yes","Electronic check",59.9,788.35
"5937","No","Female","No","Yes","Yes",38,"Yes","No","No","No","No","No","No","No","No","Two year","Yes","Mailed check",19.95,756.4
"5938","Yes","Female","Yes","Yes","No",8,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",84,613.4
"5939","No","Male","Yes","Yes","Yes",34,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",108.9,3625.2
"5940","No","Male","No","No","No",18,"No","No","DSL","Yes","No","Yes","No","No","No","Month-to-month","No","Mailed check",33.6,550.35
"5941","No","Male","No","Yes","Yes",56,"Yes","No","Fiber optic","No","Yes","Yes","Yes","No","No","One year","Yes","Mailed check",85.85,4793.8
"5942","No","Female","No","No","No",36,"No","No","DSL","No","Yes","No","Yes","No","No","Month-to-month","Yes","Bank transfer (automatic)",34.85,1267.2
"5943","Yes","Female","No","Yes","No",9,"No","No","DSL","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",48.75,442.2
"5944","Yes","Male","No","No","No",1,"Yes","No","Fiber optic","No","No","Yes","No","Yes","No","Month-to-month","Yes","Electronic check",84.85,84.85
"5945","Yes","Male","No","No","No",12,"Yes","No","DSL","Yes","No","No","Yes","No","No","Month-to-month","No","Mailed check",56.65,654.85
"5946","No","Female","Yes","Yes","Yes",57,"Yes","No","Fiber optic","No","Yes","Yes","Yes","Yes","No","Month-to-month","Yes","Credit card (automatic)",95.3,5567.45
"5947","Yes","Female","No","No","No",42,"Yes","No","DSL","Yes","Yes","Yes","Yes","No","Yes","One year","No","Credit card (automatic)",73.9,3160.55
"5948","Yes","Female","No","Yes","Yes",33,"Yes","Yes","No","No","No","No","No","No","No","Two year","Yes","Mailed check",24.5,740.3
"5949","No","Male","No","Yes","No",70,"Yes","No","Fiber optic","Yes","Yes","No","Yes","No","No","Two year","No","Bank transfer (automatic)",84.6,5706.2
"5950","No","Female","No","No","No",68,"No","No","DSL","No","Yes","No","Yes","No","Yes","Month-to-month","No","Electronic check",44.95,3085.35
"5951","No","Male","No","No","Yes",1,"No","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",24.7,24.7
"5952","No","Female","No","No","No",37,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes","Month-to-month","No","Credit card (automatic)",100.3,3541.4
